Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
600	0.2090069	0.0528765	0.2303542	0.2999936	0.1625127	0.1615847	0.0077878	0.3787946	0.6015909	0.0263345	0.2266358	0.1354637	0.2038967	0.4080893	0.3826790	0.7255015	0.6653084	0.3588716	0.1186251	0.5289661	0.0342745	0.0278257	0.1174779	0.3083325	0.6445416	0.4263945	0.4681645	0.3422700	0.6438212	0.4647602	0.3915357	0.2122411	0.6936151	0.0131033	0.2722405	0.1347755	0.5171372	0.3128118	0.1020565	0.5098567	0.0823482	0.3249568	0.5105793	0.1671072	0.3938879	0.4178305	0.2385617	0.5745659	0.3389275	0.1427758	0.3764791	0.0025911	0.6875957	0.5995058	0.3414100	0.3102131	0.0486330	0.4637753	0.2680211	0.5013629	0.1418934	0.3140999	0.0003106	0.3291361	0.1083927	0.4463896	0.5733658	0.3987251	0.5540707	0.0521562	0.4099592	0.0834175	0.0120363	0.2491138	0.1218261	0.3524185	0.5667957	0.0360431	0.6249263	0.5402683	0.1980843	0.7011301	0.2986053	0.2794599	0.3031523	0.0413889	0.4065415	0.5069931	0.4197005	0.2317387	0.5552046	0.2765414	0.0913781	0.6493130	0.4086287	0.4395683	0.4247895	0.0108308	0.4211250	0.4852475
650	0.3040147	0.1289590	0.1678856	0.2963973	0.1350761	0.1615416	0.0162962	0.3079214	0.6748028	0.0526046	0.2469238	0.1940069	0.0942362	0.4226325	0.4237746	0.6325981	0.5457996	0.3296103	0.0768433	0.6232077	0.0081098	0.0385872	0.0899543	0.1959122	0.6921011	0.4352464	0.4419397	0.3132704	0.6145706	0.4097379	0.4320414	0.2078382	0.6654763	0.0029020	0.1767527	0.1274116	0.5918826	0.2983572	0.1330479	0.4444989	0.0827300	0.2928597	0.5148368	0.1734623	0.4957394	0.2686267	0.2113119	0.6278434	0.3012569	0.0795388	0.3782817	0.0046121	0.5294552	0.6111700	0.2330919	0.3115064	0.0637729	0.5027238	0.3121515	0.4002064	0.1875944	0.3287142	0.0012011	0.3004808	0.1109689	0.2964153	0.7631522	0.4420941	0.5597909	0.0389372	0.4025953	0.0924261	0.0661093	0.2486057	0.2200904	0.3650161	0.5481576	0.1727464	0.4935705	0.5947579	0.1578544	0.6173520	0.2144441	0.4079429	0.2239355	0.0576073	0.5577885	0.5744327	0.5320416	0.2378133	0.5231135	0.2691835	0.0867328	0.6001545	0.3413989	0.3992121	0.3783467	0.0022648	0.3280572	0.4714647
700	0.3659257	0.1248133	0.1118762	0.2697685	0.2444236	0.1446828	0.0386268	0.3714699	0.6374536	0.0232557	0.2956357	0.1780257	0.0611822	0.6569839	0.2903753	0.6438045	0.5315108	0.3345996	0.0591404	0.5436351	0.0026666	0.0631141	0.0821802	0.2199782	0.6356732	0.5279040	0.4748470	0.4128848	0.6363422	0.4133864	0.4498018	0.2003958	0.6602498	0.0129037	0.2158645	0.1088194	0.5781908	0.2713834	0.1153779	0.5114687	0.0274538	0.2449792	0.5946073	0.2126333	0.4769854	0.2157070	0.2564131	0.6945956	0.3449591	0.0962519	0.3807159	0.0469770	0.5548251	0.5768527	0.2661004	0.2272710	0.0745956	0.5911890	0.3532106	0.2442179	0.2116267	0.2198578	0.0017053	0.2204040	0.2169770	0.3533933	0.5869407	0.4722190	0.6220098	0.0276174	0.4103001	0.1068074	0.0907791	0.2660316	0.2057530	0.2817407	0.6416848	0.1797603	0.7244089	0.6255416	0.1343730	0.6044903	0.1667761	0.4359223	0.1780210	0.1487052	0.5153034	0.5140521	0.5035463	0.2177684	0.4161716	0.2644756	0.0510156	0.6445796	0.3420003	0.4844658	0.3790029	0.0003029	0.3129740	0.3910248
750	0.2441226	0.1979095	0.0591660	0.3087558	0.2920478	0.0826119	0.0093460	0.2871956	0.7307903	0.0116097	0.2595925	0.2386689	0.0777641	0.4054236	0.1675775	0.5914774	0.6525603	0.3338240	0.0797009	0.5766012	0.0273603	0.0843552	0.1628678	0.3545979	0.6765109	0.6027198	0.4396153	0.2748643	0.6341157	0.4728552	0.4637694	0.1398716	0.7505430	0.0413962	0.1749994	0.1075855	0.6669689	0.2830999	0.1344979	0.6977378	0.1024243	0.2939026	0.6267428	0.1901468	0.4016706	0.3443716	0.1705440	0.7207185	0.4873862	0.0925353	0.4389490	0.0005328	0.7093954	0.5800981	0.3542508	0.3209446	0.0411170	0.5234614	0.4542875	0.2991760	0.2903898	0.3275127	0.0040409	0.1792823	0.1536400	0.3548321	0.6789977	0.5734168	0.6420000	0.0515114	0.4890087	0.1097436	0.1367819	0.2376724	0.2892193	0.3018647	0.5935414	0.2099610	0.6823005	0.6337827	0.1101867	0.5916059	0.2307084	0.4410341	0.1311987	0.1010363	0.4916475	0.5758092	0.4483536	0.2065483	0.4069970	0.2023069	0.0430731	0.5794741	0.3765466	0.3735565	0.3252390	0.0007442	0.2172405	0.3450918
800	0.1320583	0.2006020	0.0485218	0.2903880	0.2171740	0.0801032	0.0166580	0.3078932	0.7011174	0.0336867	0.1937219	0.3829132	0.0194791	0.5947854	0.0480738	0.5546820	0.5912704	0.2567926	0.0540031	0.4829733	0.0252757	0.0887482	0.1318166	0.2686424	0.8302136	0.6225259	0.3762256	0.3555307	0.5988466	0.5811870	0.4431397	0.1686797	0.6402945	0.0983263	0.2256995	0.1175494	0.6653736	0.2856597	0.1124994	0.4290791	0.0567357	0.2620905	0.6646392	0.1616234	0.4732498	0.3136713	0.1906851	0.6425174	0.3770950	0.1073003	0.3448234	0.0471262	0.6286017	0.6906333	0.2269830	0.3369061	0.0080859	0.5066478	0.3170973	0.3587913	0.2249432	0.4201138	0.0003335	0.2261231	0.1760666	0.3336799	0.6379321	0.5929870	0.5864857	0.1623954	0.4348753	0.0454703	0.1258583	0.2990463	0.2521258	0.3942034	0.6198319	0.1786050	0.5897893	0.5608398	0.1311831	0.4608747	0.2016145	0.3814776	0.0995297	0.0782847	0.4103943	0.5665470	0.4874282	0.2178376	0.4038397	0.1744745	0.0793211	0.6674348	0.2882184	0.4031820	0.3543797	0.0043947	0.2211710	0.3709196
850	0.0706286	0.2950552	0.0435135	0.3383865	0.2487568	0.1141754	0.0141492	0.2967147	0.6541386	0.0467458	0.2875874	0.5062556	0.0329699	0.7552510	0.0386843	0.5375064	0.5563608	0.3276638	0.0914907	0.3699919	0.0367031	0.0869975	0.1172963	0.2461899	0.7190721	0.5609455	0.4110658	0.3893397	0.7189522	0.4626485	0.4520837	0.1832475	0.7073938	0.0556877	0.2104902	0.0789336	0.5799551	0.3121472	0.0961286	0.4599586	0.0897058	0.3314246	0.6605850	0.1643958	0.5313155	0.3923534	0.2528804	0.6233748	0.3165910	0.1204389	0.3545785	0.0085356	0.5463411	0.6283691	0.2595346	0.2185448	0.0193524	0.4961256	0.3884747	0.4398184	0.2509668	0.3119132	0.0014560	0.2357545	0.1592868	0.4195007	0.6662820	0.4725502	0.6289621	0.2659671	0.3394312	0.0248506	0.1576879	0.3946313	0.2641543	0.3794966	0.5054667	0.1506215	0.6560270	0.5411619	0.1507189	0.4023229	0.1999361	0.3203260	0.1951030	0.0905267	0.4431944	0.5423339	0.4604162	0.1980794	0.4458323	0.2545103	0.1077863	0.8035833	0.3816079	0.4308835	0.3987329	0.0031401	0.0957266	0.4436132
900	0.0689433	0.4374626	0.0197346	0.4095687	0.2471699	0.0611584	0.0109829	0.2789548	0.6580440	0.0163524	0.3026451	0.4907361	0.0225111	0.5222690	0.0410462	0.4549676	0.6116588	0.2635563	0.0659621	0.3797948	0.0313475	0.0518730	0.0944401	0.2925810	0.7365711	0.3457012	0.3901135	0.3568088	0.6703598	0.4775552	0.5511319	0.1879516	0.6705852	0.0936534	0.2135765	0.1558787	0.6633442	0.2802230	0.1099588	0.5243704	0.1059863	0.3495230	0.5929568	0.1945616	0.3974854	0.3421164	0.2708365	0.6134761	0.4472917	0.1056998	0.3237584	0.0119786	0.5987763	0.7282638	0.2574138	0.1850805	0.0391026	0.4511187	0.2501204	0.2763846	0.2165206	0.3544073	0.0031355	0.1572805	0.1350067	0.2975701	0.5257907	0.4644430	0.6727272	0.4284951	0.4053602	0.0681246	0.0800147	0.3210505	0.4214345	0.3220515	0.5177934	0.1852240	0.6285336	0.6403032	0.1495389	0.3256751	0.2525757	0.3339809	0.1791332	0.1169226	0.3769298	0.5420814	0.4645113	0.2121528	0.5278973	0.2171262	0.1461486	0.5638545	0.4532320	0.3854590	0.3351013	0.0037739	0.1172366	0.5055336
950	0.0065074	0.4920685	0.0299129	0.3806533	0.2836865	0.1177358	0.0123690	0.3170338	0.6866116	0.0448674	0.2553754	0.4912126	0.0076634	0.6338921	0.0223047	0.4361334	0.5400778	0.2348234	0.0940668	0.3466294	0.0107729	0.0851125	0.1571109	0.2570146	0.6714388	0.2294085	0.4558844	0.3386797	0.5365998	0.4121016	0.3904304	0.1399243	0.7770516	0.0834778	0.2351861	0.0709563	0.6141321	0.2690536	0.0948521	0.5821379	0.1059099	0.3529750	0.6626453	0.1152734	0.5138561	0.2970262	0.3772191	0.6672994	0.4606422	0.1360663	0.2809572	0.0142013	0.5189091	0.6347929	0.2265097	0.0853154	0.0272184	0.4189096	0.2914865	0.2441716	0.3362384	0.2847287	0.0022715	0.1276995	0.1021713	0.4442208	0.6592672	0.4513190	0.6416308	0.3693782	0.3775811	0.1119395	0.1451716	0.2507923	0.3243502	0.2867930	0.4299528	0.3215160	0.6175805	0.5189962	0.2570452	0.3971485	0.2570361	0.2872476	0.1714914	0.0795175	0.3576785	0.6261309	0.4095805	0.3159712	0.4187067	0.2193540	0.1039819	0.6287708	0.5018745	0.3679484	0.3836290	0.0119490	0.2173201	0.4109146
1000	0.0014098	0.4512699	0.0335289	0.4123577	0.2971013	0.1324044	0.0051821	0.2215771	0.7551159	0.0504847	0.3054588	0.5494795	0.0210528	0.5800810	0.0200880	0.4411273	0.7307258	0.1887107	0.0686059	0.3288783	0.0042032	0.0302035	0.1208095	0.3543055	0.7556188	0.2353696	0.4981544	0.2575455	0.5268605	0.4592312	0.4077086	0.1636292	0.5898220	0.0711278	0.2732365	0.1242107	0.6024672	0.2942716	0.1133446	0.6863514	0.1022928	0.3314041	0.6950189	0.1956413	0.3801477	0.3288620	0.4332335	0.7407696	0.3498912	0.1110547	0.3237566	0.0113475	0.5670911	0.6454702	0.1802356	0.0254270	0.0375250	0.3392593	0.2227021	0.2205547	0.3045565	0.2433549	0.0016338	0.1620402	0.1064250	0.3239290	0.6253853	0.4691585	0.6727112	0.3663070	0.3193300	0.0862610	0.1979268	0.2489115	0.4071631	0.3298617	0.5078431	0.3228471	0.6103868	0.5804634	0.2495657	0.3376308	0.2544037	0.3633101	0.2325130	0.0953976	0.3330693	0.4678437	0.4389869	0.2692964	0.4789939	0.2669839	0.2238084	0.7365896	0.4246342	0.3657759	0.3533230	0.0091170	0.1974378	0.3848424
0	0.0035514	0.4271307	0.0340867	0.4768384	0.1796499	0.2937832	0.0275932	0.2933031	0.5940359	0.0222280	0.3130502	0.4967771	0.0040940	0.5710250	0.0073933	0.5258258	0.6983350	0.0966997	0.0779346	0.3355569	0.0004542	0.0217579	0.0883033	0.2728426	0.6234336	0.2721328	0.4484360	0.3608768	0.7024186	0.4723537	0.3714113	0.1391983	0.7245451	0.0836755	0.4444401	0.1257861	0.5960085	0.2579501	0.0903238	0.5450074	0.1676880	0.4162330	0.6846699	0.1533991	0.4054568	0.3053943	0.4051474	0.7673490	0.4061405	0.1607856	0.2996699	0.0209220	0.3761443	0.6361985	0.3141441	0.0515325	0.0341276	0.2964814	0.3472590	0.1429635	0.1860852	0.2710948	0.0532868	0.1039723	0.1050120	0.3718211	0.6355776	0.5743533	0.7007432	0.4609808	0.5141329	0.0946592	0.1762730	0.2378237	0.4417242	0.2923699	0.3011796	0.2971052	0.5256836	0.4592095	0.3499915	0.3814825	0.2609899	0.3147063	0.1959703	0.0948593	0.3780145	0.5541228	0.5437868	0.3043433	0.4359954	0.1865227	0.1045852	0.6539140	0.4948672	0.4552365	0.3658000	0.0044920	0.3913813	0.2881403
50	0.0208811	0.4228753	0.0307481	0.5507575	0.1635739	0.3219223	0.4752817	0.3638029	0.8711149	0.0308432	0.2456600	0.5393706	0.0160865	0.3923662	0.1125548	0.3681615	0.5375049	0.0966074	0.0461211	0.2927865	0.0009067	0.0328359	0.0736838	0.3235902	0.5683256	0.1669004	0.4066478	0.3102613	0.6716198	0.4841247	0.4438419	0.1440227	0.6086379	0.1699557	0.2774750	0.1558551	0.5620460	0.5677400	0.0824981	0.4717570	0.1757123	0.4834650	0.6458554	0.3104815	0.3415584	0.3643001	0.3890776	0.4204229	0.0805625	0.1271695	0.3763833	0.0229970	0.5750201	0.7327684	0.3231003	0.2202500	0.2454256	0.2210895	0.4396764	0.4014815	0.1595664	0.2891036	0.0404429	0.0953090	0.0805871	0.3805040	0.5906754	0.6638451	0.5128405	0.4851319	0.5236383	0.0503586	0.1911819	0.1651206	0.4110739	0.3356723	0.2768755	0.3126176	0.5642220	0.3965975	0.3591986	0.2395163	0.3002271	0.5350956	0.2396480	0.1056976	0.1967086	0.4396507	0.4396628	0.3029385	0.5748050	0.3008537	0.2789638	0.5744223	0.5126014	0.4838381	0.3790581	0.0056764	0.3739247	0.1346510
100	0.0015519	0.4751821	0.0665694	0.5216330	0.1818735	0.3837145	0.6227358	0.3726477	0.6147339	0.0244890	0.2162149	0.4902535	0.0877447	0.3299453	0.1023425	0.4723187	0.6381969	0.0843660	0.0276037	0.3742984	0.0002038	0.0289592	0.0902693	0.2887912	0.6392059	0.1598530	0.5141408	0.4197479	0.7379607	0.4495093	0.4147633	0.2200162	0.8446515	0.2820222	0.1060942	0.1530009	0.5674688	0.4322778	0.1058515	0.5212081	0.2246705	0.4396160	0.6473951	0.2523908	0.3250223	0.2965851	0.4852055	0.3049666	0.0179141	0.1484607	0.2599952	0.0584102	0.5458435	0.7433203	0.3894915	0.2017625	0.3702152	0.3442027	0.5648760	0.4525814	0.1578969	0.2330189	0.0478124	0.0689481	0.1482289	0.2603944	0.7072175	0.7091209	0.6044717	0.5441337	0.4395892	0.0571662	0.2072268	0.2481522	0.3295282	0.3459701	0.4225693	0.3835343	0.4115320	0.5012418	0.4497763	0.2564705	0.2403701	0.4478634	0.2374440	0.0884888	0.1936387	0.4287807	0.3409295	0.2170265	0.6281538	0.2566972	0.2300129	0.4972720	0.5031836	0.3841033	0.4426679	0.0007281	0.3501211	0.2036966
150	0.0093092	0.4405409	0.0593535	0.6539020	0.1849217	0.4293406	0.4914377	0.2863567	0.6380237	0.0497443	0.2138965	0.3025038	0.2226876	0.2019283	0.0978117	0.4354577	0.6272175	0.1324730	0.0543812	0.3462753	0.0017247	0.0105103	0.0774442	0.2462839	0.5635031	0.1322574	0.4125298	0.3273396	0.5948596	0.3825491	0.4925152	0.1565732	0.6277148	0.2881787	0.0747145	0.1068825	0.5202758	0.6429291	0.0436285	0.5666687	0.2221703	0.3401767	0.6350168	0.2499307	0.3127212	0.1998119	0.4858643	0.3370413	0.0113488	0.1720242	0.3628661	0.0680133	0.6034032	0.8250480	0.2556454	0.1761015	0.3505350	0.4270928	0.6438309	0.3889673	0.2034649	0.2839975	0.0521464	0.1225597	0.0362870	0.3603227	0.6269935	0.5511015	0.7029449	0.6030776	0.5573573	0.1334511	0.2850591	0.3179330	0.5774719	0.3038987	0.4535166	0.3750505	0.5301019	0.4291971	0.3247328	0.3611532	0.2336566	0.4117283	0.1933542	0.1114194	0.1557773	0.3432307	0.3744554	0.1850527	0.5909331	0.3621183	0.2440902	0.5805966	0.3774050	0.4290890	0.3996053	0.0017027	0.3748080	0.1065749
200	0.0094418	0.4267338	0.0640218	0.6460970	0.1394072	0.4528625	0.5445856	0.2909094	0.6693036	0.0227630	0.2711083	0.2070016	0.3008942	0.2678933	0.1250946	0.4671733	0.6287457	0.1094937	0.0691976	0.4574472	0.0007755	0.0191856	0.0903876	0.3264931	0.6843706	0.1585480	0.4596177	0.2838245	0.6001711	0.4497097	0.4372699	0.2328805	0.7299332	0.3354587	0.0633619	0.1485801	0.5150494	0.6093984	0.0981781	0.5196198	0.2186950	0.3981484	0.5349623	0.2077257	0.3154840	0.1909988	0.3593625	0.3136512	0.0059524	0.1228714	0.3574275	0.1062970	0.5214331	0.7817488	0.1775535	0.2562567	0.3279989	0.4752246	0.6374893	0.4014098	0.1768661	0.2107057	0.0518035	0.1035613	0.0632425	0.3557086	0.6053465	0.5093171	0.6767962	0.5875352	0.4432198	0.0947094	0.2480630	0.2396213	0.4297984	0.2813800	0.4039924	0.4110063	0.4057718	0.4293121	0.3263225	0.4930479	0.2614272	0.3768428	0.2246431	0.1212593	0.1414588	0.3587743	0.4278776	0.2682489	0.5994954	0.2414590	0.1376993	0.5451084	0.4439517	0.3486379	0.4985277	0.0098345	0.3848186	0.1418646
250	0.0076137	0.4790050	0.1444658	0.6720606	0.1677792	0.5331741	0.4200272	0.2920581	0.6130119	0.0653671	0.1642661	0.2190886	0.3704655	0.2885385	0.1193978	0.4516612	0.5458610	0.0945358	0.0392949	0.3462524	0.0006143	0.0079160	0.0577175	0.2595543	0.6484982	0.1950644	0.5246888	0.3514015	0.5550012	0.3995530	0.5341165	0.2877043	0.6728362	0.3586479	0.0518913	0.1814197	0.4343596	0.6323653	0.0569649	0.5307685	0.2068886	0.3144759	0.5407883	0.2503396	0.4683887	0.2188466	0.2695059	0.3240977	0.0018809	0.1590476	0.3502224	0.0732816	0.5556264	0.7456685	0.2022798	0.2553531	0.2686563	0.3601725	0.5768669	0.4601917	0.2338131	0.1787040	0.0194102	0.1901743	0.0600198	0.2812719	0.7468417	0.5289306	0.5341784	0.5393672	0.5501862	0.1572971	0.4160292	0.2781398	0.4621143	0.2795727	0.6412354	0.3809692	0.5108267	0.3920633	0.3598925	0.4137342	0.2294169	0.4038472	0.2870713	0.1177106	0.1530491	0.2916276	0.4660969	0.2051688	0.5678059	0.2255991	0.3007094	0.5618634	0.4034324	0.3546490	0.5023398	0.0000000	0.3723172	0.0864188
300	0.0021674	0.3580554	0.2017969	0.5792210	0.2227805	0.3989403	0.5219716	0.2873198	0.6465955	0.0460652	0.2389980	0.1483253	0.4563551	0.2748324	0.2581858	0.5846438	0.5949391	0.0746710	0.0811476	0.5113931	0.0000000	0.0323212	0.1212561	0.2318736	0.7778179	0.1773953	0.5220334	0.3776171	0.6272584	0.3721444	0.4362486	0.2911183	0.5547913	0.3020842	0.0423132	0.1761860	0.5024171	0.7840607	0.0953775	0.5853366	0.1148143	0.3317224	0.4508592	0.1972472	0.2936292	0.2007310	0.3347578	0.3739021	0.0126213	0.1251721	0.3046193	0.0912112	0.5376101	0.6099562	0.2922726	0.3753880	0.3124224	0.4620896	0.6359373	0.4867420	0.1806597	0.2276843	0.0076892	0.1869961	0.0754205	0.2825201	0.6753410	0.5854498	0.6265402	0.4727080	0.4736100	0.1443967	0.2847531	0.2741884	0.3697469	0.2684387	0.5265915	0.3765405	0.3890488	0.4761737	0.3711021	0.5412650	0.2471780	0.4006722	0.3237929	0.1352042	0.1359199	0.2174248	0.4372073	0.2578492	0.5715107	0.1527985	0.3613204	0.6154195	0.3340579	0.3319388	0.4082917	0.0024153	0.3411023	0.1394664
350	0.0245256	0.3063912	0.2063559	0.5996107	0.2932864	0.3196910	0.4290968	0.3938884	0.6972339	0.0255387	0.2324878	0.1722311	0.2836599	0.2409003	0.3254444	0.5288339	0.6335804	0.1139253	0.1327778	0.5426969	0.0000000	0.0361364	0.1458000	0.2749104	0.6621150	0.1574708	0.5304060	0.3823685	0.6164418	0.4100196	0.6066408	0.3918285	0.6305780	0.2985467	0.0892700	0.1781238	0.4307676	0.6642097	0.0925584	0.5654558	0.1329179	0.2251005	0.4208453	0.2443696	0.3543295	0.2255154	0.2854228	0.2443090	0.0014627	0.1603844	0.3204101	0.0874665	0.5878552	0.5492975	0.2403002	0.3055368	0.3105231	0.3740275	0.5523070	0.4596983	0.2639260	0.2964452	0.0126248	0.1101176	0.0899420	0.2986338	0.5399261	0.4779916	0.6247692	0.5175471	0.3985068	0.0867869	0.2426535	0.3397380	0.4225749	0.3679119	0.5859820	0.3590162	0.4009654	0.4752609	0.4768850	0.6707671	0.1580474	0.2723331	0.2753415	0.1810409	0.1671010	0.2585709	0.5040166	0.3037238	0.6701973	0.1570546	0.4235016	0.6503164	0.3158465	0.4157781	0.4097962	0.0009808	0.3577045	0.1512818
400	0.0397602	0.2663020	0.1538843	0.6120591	0.2468964	0.2358150	0.5321612	0.3396806	0.6004993	0.0248484	0.2168203	0.1653941	0.2295253	0.1794723	0.4053762	0.5136342	0.7973425	0.0851852	0.0772447	0.5400114	0.0071299	0.0579293	0.1739170	0.2755079	0.6736243	0.1844822	0.4733997	0.3876335	0.6457547	0.3726396	0.4803772	0.3270630	0.5835388	0.2223153	0.0548712	0.1698762	0.3150729	0.5590096	0.0808252	0.6439742	0.0922460	0.1320560	0.4855242	0.3046461	0.3408795	0.2212058	0.2796869	0.2576568	0.0016174	0.1671333	0.3033306	0.0631935	0.5253670	0.6783184	0.1945752	0.3730106	0.2669548	0.5009799	0.6918803	0.5560946	0.2464620	0.2212495	0.0102155	0.1320289	0.0585075	0.3434573	0.6278949	0.3652168	0.5885275	0.4168455	0.4429737	0.1079965	0.2106303	0.3317236	0.4439217	0.3099297	0.6120119	0.3811141	0.4464995	0.4143470	0.3645760	0.6505131	0.2242913	0.4451048	0.3312801	0.1539373	0.1825006	0.2737564	0.4470759	0.1899596	0.6154427	0.1697460	0.4766187	0.6386545	0.2363671	0.4010761	0.4033530	0.0103318	0.3691434	0.0664116
450	0.0619867	0.2106031	0.1711373	0.6031447	0.1957518	0.1833199	0.5206913	0.2743142	0.6086111	0.0152986	0.1484703	0.1464872	0.4236557	0.2437197	0.3528237	0.5805183	0.6676676	0.1248801	0.1382265	0.4131910	0.0177913	0.0631663	0.1529099	0.1847916	0.5824224	0.2628595	0.5607021	0.3807666	0.6251304	0.4546824	0.4693277	0.3462639	0.6513216	0.3348714	0.1213323	0.2597033	0.4483182	0.6915043	0.1129563	0.4796568	0.0616677	0.2598989	0.5753913	0.2718107	0.3073542	0.3510050	0.3204869	0.2586848	0.0057114	0.1849800	0.2862884	0.0992920	0.6621223	0.7738460	0.2274072	0.4463048	0.3169989	0.3743258	0.5675090	0.7075566	0.2398682	0.3096822	0.0041701	0.1813338	0.0461264	0.3040299	0.6817988	0.4316933	0.5594636	0.4369923	0.3739050	0.0813859	0.2427536	0.2662870	0.4248209	0.3722926	0.6775921	0.2916245	0.4187795	0.5190288	0.3591198	0.6501784	0.1219591	0.3556876	0.2855640	0.1662921	0.1832021	0.2036574	0.4500407	0.2245265	0.6687893	0.1921847	0.4892826	0.6454512	0.2858395	0.3836287	0.3609968	0.0177409	0.3818273	0.0323848
500	0.1638743	0.1168938	0.2231282	0.5707201	0.2312278	0.1316644	0.5525103	0.3315412	0.5828950	0.0332468	0.2393076	0.2280328	0.3954710	0.1862309	0.4122512	0.5495013	0.6335802	0.1145811	0.1240673	0.4961747	0.0036726	0.0441861	0.1146620	0.1986377	0.5314511	0.2484908	0.4405798	0.3055450	0.6350336	0.4622921	0.3730569	0.3993879	0.6800982	0.3505969	0.0930702	0.2145367	0.3619227	0.8006104	0.1059011	0.5577170	0.0346797	0.2310487	0.4575866	0.3389911	0.3046075	0.2871646	0.3820995	0.3902765	0.0008939	0.1419826	0.3074564	0.1061483	0.5942934	0.6474372	0.2022427	0.3805392	0.3394685	0.4629911	0.5405101	0.6675309	0.2939716	0.2177027	0.0055260	0.1261110	0.0566537	0.3269002	0.6121763	0.4443487	0.6021159	0.4534596	0.4494367	0.0991526	0.2353871	0.2868216	0.3614135	0.2919290	0.5567488	0.2711051	0.3848983	0.4914352	0.3607230	0.6284590	0.1028815	0.3174069	0.3232186	0.1151266	0.1483304	0.2525930	0.4811669	0.2222507	0.7257285	0.1355201	0.4770451	0.6138196	0.2230130	0.3606574	0.4146021	0.0133931	0.3147175	0.1068865
550	0.2360755	0.1212908	0.2035191	0.4325133	0.1721212	0.0609514	0.0847466	0.3506433	0.5916371	0.0550103	0.2493184	0.2096923	0.3440299	0.4383902	0.5071262	0.5897262	0.6064067	0.0853713	0.1218507	0.6596104	0.0070553	0.0431580	0.2137546	0.2032456	0.6921715	0.2279569	0.3936167	0.2923314	0.5588287	0.5574197	0.3454807	0.2654146	0.5520031	0.0739103	0.2156363	0.2280287	0.3867071	0.4298869	0.1512621	0.4516992	0.0928648	0.1670671	0.4376350	0.3505435	0.3572224	0.2228707	0.3232859	0.4783754	0.3023409	0.0737747	0.3524428	0.1107343	0.6217569	0.6731033	0.3930124	0.3122143	0.1181423	0.3982257	0.3886332	0.3760516	0.2362392	0.2113219	0.0019658	0.1936298	0.0459777	0.3215466	0.7830160	0.3581407	0.6809238	0.2231354	0.4282261	0.1400466	0.2705034	0.2552686	0.3743230	0.3054456	0.4096153	0.2797228	0.4883762	0.6914417	0.3355921	0.5173569	0.1227979	0.3364176	0.2533268	0.1164246	0.2196199	0.2089887	0.3993022	0.2483388	0.4986624	0.1731115	0.3395762	0.5274007	0.2454380	0.4896195	0.3668696	0.0063255	0.2977642	0.2060780
600	0.3729977	0.1762784	0.1862715	0.3319176	0.1577832	0.1309195	0.0283120	0.2768583	0.6512574	0.0315762	0.2491719	0.1581666	0.1404200	0.4923980	0.4688904	0.6348726	0.6164063	0.2616440	0.1136887	0.6685564	0.0016302	0.0471377	0.1461083	0.1713389	0.5584701	0.4172813	0.4160598	0.3011908	0.7208323	0.4275952	0.4507876	0.2298905	0.4939880	0.0332366	0.2478803	0.2623868	0.4166870	0.4832958	0.1314123	0.5271460	0.0251678	0.1036560	0.4621103	0.2598646	0.4624303	0.1898691	0.3631864	0.6843705	0.3848191	0.0923723	0.3657105	0.0441954	0.5761907	0.7060036	0.3214513	0.2376559	0.0621011	0.4658015	0.4006386	0.3102194	0.3071132	0.3257876	0.0015823	0.1820948	0.0968125	0.2797448	0.6884718	0.4255045	0.7026999	0.0853104	0.4314987	0.1917501	0.2999185	0.2694686	0.2645758	0.3101904	0.5875220	0.2706736	0.5308989	0.6314015	0.2792031	0.5470877	0.0591112	0.3580464	0.3152396	0.0950691	0.3422607	0.4320570	0.4725331	0.1993328	0.3240770	0.1771668	0.1722716	0.5152455	0.2459568	0.3652190	0.3573292	0.0029867	0.3017051	0.2910270
